Id,Time,Value
2022484408,4/1/2016 8:06:10 AM,86
2022484408,4/1/2016 8:06:20 AM,88
2022484408,4/1/2016 8:06:25 AM,90
2022484408,4/1/2016 8:06:35 AM,91
2022484408,4/1/2016 8:06:40 AM,93
2022484408,4/1/2016 8:06:45 AM,94
2022484408,4/1/2016 8:06:50 AM,95
2022484408,4/1/2016 8:07:05 AM,96
2022484408,4/1/2016 8:07:15 AM,96
2022484408,4/1/2016 8:07:25 AM,92
2022484408,4/1/2016 8:07:30 AM,94
2022484408,4/1/2016 8:07:35 AM,91
2022484408,4/1/2016 8:07:40 AM,89
2022484408,4/1/2016 8:07:50 AM,86
2022484408,4/1/2016 8:07:55 AM,80
2022484408,4/1/2016 8:08:00 AM,74
2022484408,4/1/2016 8:08:05 AM,69
2022484408,4/1/2016 8:08:10 AM,66
2022484408,4/1/2016 8:08:15 AM,65
2022484408,4/1/2016 8:08:20 AM,64
2022484408,4/1/2016 8:08:30 AM,62
2022484408,4/1/2016 8:08:35 AM,61
2022484408,4/1/2016 8:08:40 AM,60
2022484408,4/1/2016 8:08:45 AM,58
2022484408,4/1/2016 8:08:50 AM,57
2022484408,4/1/2016 8:09:05 AM,57
2022484408,4/1/2016 8:09:20 AM,70
2022484408,4/1/2016 8:09:25 AM,71
2022484408,4/1/2016 8:09:40 AM,71
2022484408,4/1/2016 8:09:55 AM,71
2022484408,4/1/2016 8:10:10 AM,67
2022484408,4/1/2016 8:10:20 AM,62
2022484408,4/1/2016 8:10:25 AM,60
2022484408,4/1/2016 8:10:40 AM,59
2022484408,4/1/2016 8:10:55 AM,59
2022484408,4/1/2016 8:11:00 AM,60
2022484408,4/1/2016 8:11:15 AM,60
2022484408,4/1/2016 8:11:20 AM,57
2022484408,4/1/2016 8:11:30 AM,55
2022484408,4/1/2016 8:11:35 AM,54
2022484408,4/1/2016 8:11:50 AM,55
2022484408,4/1/2016 8:12:05 AM,54
2022484408,4/1/2016 8:12:10 AM,53
2022484408,4/1/2016 8:12:20 AM,54
2022484408,4/1/2016 8:12:30 AM,57
2022484408,4/1/2016 8:12:40 AM,58
2022484408,4/1/2016 8:12:45 AM,57
2022484408,4/1/2016 8:13:00 AM,56
2022484408,4/1/2016 8:13:15 AM,57
2022484408,4/1/2016 8:13:30 AM,57
2022484408,4/1/2016 8:13:45 AM,57
2022484408,4/1/2016 8:13:50 AM,58
2022484408,4/1/2016 8:14:00 AM,57
2022484408,4/1/2016 8:14:15 AM,57
2022484408,4/1/2016 8:14:20 AM,58
2022484408,4/1/2016 8:14:35 AM,57
2022484408,4/1/2016 8:14:50 AM,57
2022484408,4/1/2016 8:14:55 AM,58
2022484408,4/1/2016 8:15:10 AM,58
2022484408,4/1/2016 8:15:20 AM,57
2022484408,4/1/2016 8:15:25 AM,56
2022484408,4/1/2016 8:15:30 AM,55
2022484408,4/1/2016 8:15:40 AM,54
2022484408,4/1/2016 8:15:45 AM,55
2022484408,4/1/2016 8:15:50 AM,55
2022484408,4/1/2016 8:16:00 AM,56
2022484408,4/1/2016 8:16:15 AM,56
2022484408,4/1/2016 8:16:25 AM,55
2022484408,4/1/2016 8:16:30 AM,56
2022484408,4/1/2016 8:16:40 AM,57
2022484408,4/1/2016 8:16:45 AM,56
2022484408,4/1/2016 8:16:50 AM,57
2022484408,4/1/2016 8:17:05 AM,57
2022484408,4/1/2016 8:17:10 AM,59
2022484408,4/1/2016 8:17:25 AM,59
2022484408,4/1/2016 8:17:40 AM,56
2022484408,4/1/2016 8:17:50 AM,57
2022484408,4/1/2016 8:18:00 AM,59
2022484408,4/1/2016 8:18:10 AM,59
2022484408,4/1/2016 8:18:25 AM,59
2022484408,4/1/2016 8:18:40 AM,59
2022484408,4/1/2016 8:18:55 AM,59
2022484408,4/1/2016 8:19:10 AM,59
2022484408,4/1/2016 8:19:25 AM,59
2022484408,4/1/2016 8:19:35 AM,61
2022484408,4/1/2016 8:19:40 AM,62
2022484408,4/1/2016 8:19:50 AM,64
2022484408,4/1/2016 8:19:55 AM,64
2022484408,4/1/2016 8:20:05 AM,62
2022484408,4/1/2016 8:20:20 AM,62
2022484408,4/1/2016 8:20:30 AM,60
2022484408,4/1/2016 8:20:40 AM,57
2022484408,4/1/2016 8:20:50 AM,58
2022484408,4/1/2016 8:21:00 AM,56
2022484408,4/1/2016 8:21:15 AM,56
2022484408,4/1/2016 8:21:25 AM,57
2022484408,4/1/2016 8:21:30 AM,56
2022484408,4/1/2016 8:21:45 AM,56
2022484408,4/1/2016 8:21:55 AM,57
2022484408,4/1/2016 8:22:00 AM,58
2022484408,4/1/2016 8:22:10 AM,60
2022484408,4/1/2016 8:22:15 AM,61
2022484408,4/1/2016 8:22:20 AM,62
2022484408,4/1/2016 8:22:35 AM,62
2022484408,4/1/2016 8:22:40 AM,63
2022484408,4/1/2016 8:22:55 AM,63
2022484408,4/1/2016 8:23:10 AM,65
2022484408,4/1/2016 8:23:25 AM,65
2022484408,4/1/2016 8:23:35 AM,64
2022484408,4/1/2016 8:23:45 AM,65
2022484408,4/1/2016 8:23:50 AM,66
2022484408,4/1/2016 8:24:00 AM,65
2022484408,4/1/2016 8:24:05 AM,63
2022484408,4/1/2016 8:24:10 AM,62
2022484408,4/1/2016 8:24:20 AM,61
2022484408,4/1/2016 8:24:35 AM,60
2022484408,4/1/2016 8:24:40 AM,61
2022484408,4/1/2016 8:24:55 AM,61
2022484408,4/1/2016 8:25:00 AM,62
2022484408,4/1/2016 8:25:05 AM,64
2022484408,4/1/2016 8:25:10 AM,65
2022484408,4/1/2016 8:25:15 AM,65
2022484408,4/1/2016 8:25:20 AM,65
2022484408,4/1/2016 8:25:30 AM,63
2022484408,4/1/2016 8:25:40 AM,60
2022484408,4/1/2016 8:25:45 AM,61
2022484408,4/1/2016 8:25:50 AM,60
2022484408,4/1/2016 8:25:55 AM,59
2022484408,4/1/2016 8:26:10 AM,58
2022484408,4/1/2016 8:26:20 AM,57
2022484408,4/1/2016 8:26:35 AM,57
2022484408,4/1/2016 8:26:40 AM,58
2022484408,4/1/2016 8:26:55 AM,60
2022484408,4/1/2016 8:27:00 AM,68
2022484408,4/1/2016 8:27:15 AM,67
2022484408,4/1/2016 8:27:20 AM,66
2022484408,4/1/2016 8:27:25 AM,64
2022484408,4/1/2016 8:27:30 AM,62
2022484408,4/1/2016 8:27:35 AM,58
2022484408,4/1/2016 8:27:45 AM,57
2022484408,4/1/2016 8:27:50 AM,56
2022484408,4/1/2016 8:27:55 AM,55
2022484408,4/1/2016 8:28:00 AM,56
2022484408,4/1/2016 8:28:15 AM,56
2022484408,4/1/2016 8:28:20 AM,56
2022484408,4/1/2016 8:28:35 AM,56
2022484408,4/1/2016 8:28:50 AM,56
2022484408,4/1/2016 8:29:05 AM,56
2022484408,4/1/2016 8:29:10 AM,58
2022484408,4/1/2016 8:29:25 AM,58
2022484408,4/1/2016 8:29:30 AM,59
2022484408,4/1/2016 8:29:35 AM,61
2022484408,4/1/2016 8:29:40 AM,64
2022484408,4/1/2016 8:29:45 AM,67
2022484408,4/1/2016 8:29:50 AM,70
2022484408,4/1/2016 8:29:55 AM,73
2022484408,4/1/2016 8:30:00 AM,75
2022484408,4/1/2016 8:30:15 AM,74
2022484408,4/1/2016 8:30:20 AM,72
2022484408,4/1/2016 8:30:25 AM,71
2022484408,4/1/2016 8:30:30 AM,69
2022484408,4/1/2016 8:30:35 AM,67
2022484408,4/1/2016 8:30:40 AM,65
2022484408,4/1/2016 8:30:45 AM,62
2022484408,4/1/2016 8:30:55 AM,63
2022484408,4/1/2016 8:31:10 AM,63
2022484408,4/1/2016 8:31:25 AM,63
2022484408,4/1/2016 8:31:30 AM,62
2022484408,4/1/2016 8:31:40 AM,63
2022484408,4/1/2016 8:31:45 AM,63
2022484408,4/1/2016 8:31:50 AM,64
2022484408,4/1/2016 8:32:00 AM,63
2022484408,4/1/2016 8:32:10 AM,64
2022484408,4/1/2016 8:32:20 AM,62
2022484408,4/1/2016 8:32:25 AM,63
2022484408,4/1/2016 8:32:40 AM,62
2022484408,4/1/2016 8:32:50 AM,63
2022484408,4/1/2016 8:32:55 AM,64
2022484408,4/1/2016 8:33:10 AM,64
2022484408,4/1/2016 8:33:25 AM,68
2022484408,4/1/2016 8:33:30 AM,70
2022484408,4/1/2016 8:33:40 AM,68
2022484408,4/1/2016 8:33:45 AM,65
2022484408,4/1/2016 8:33:50 AM,64
2022484408,4/1/2016 8:34:00 AM,63
2022484408,4/1/2016 8:34:10 AM,63
2022484408,4/1/2016 8:34:20 AM,64
2022484408,4/1/2016 8:34:35 AM,64
2022484408,4/1/2016 8:34:50 AM,64
2022484408,4/1/2016 8:35:05 AM,64
2022484408,4/1/2016 8:35:20 AM,64
2022484408,4/1/2016 8:35:25 AM,65
2022484408,4/1/2016 8:35:40 AM,69
2022484408,4/1/2016 8:35:45 AM,68
2022484408,4/1/2016 8:36:00 AM,68
2022484408,4/1/2016 8:36:05 AM,67
2022484408,4/1/2016 8:36:20 AM,67
2022484408,4/1/2016 8:36:30 AM,68
2022484408,4/1/2016 8:36:40 AM,67
2022484408,4/1/2016 8:36:55 AM,66
2022484408,4/1/2016 8:37:05 AM,65
2022484408,4/1/2016 8:37:20 AM,65
2022484408,4/1/2016 8:37:30 AM,63
2022484408,4/1/2016 8:37:35 AM,62
2022484408,4/1/2016 8:37:40 AM,63
2022484408,4/1/2016 8:37:55 AM,62
2022484408,4/1/2016 8:38:00 AM,63
2022484408,4/1/2016 8:38:10 AM,62
2022484408,4/1/2016 8:38:25 AM,62
2022484408,4/1/2016 8:38:40 AM,64
2022484408,4/1/2016 8:38:50 AM,66
2022484408,4/1/2016 8:39:05 AM,66
2022484408,4/1/2016 8:39:20 AM,66
2022484408,4/1/2016 8:39:25 AM,64
2022484408,4/1/2016 8:39:40 AM,62
2022484408,4/1/2016 8:39:45 AM,63
2022484408,4/1/2016 8:40:00 AM,63
2022484408,4/1/2016 8:40:10 AM,64
2022484408,4/1/2016 8:40:25 AM,64
2022484408,4/1/2016 8:40:40 AM,63
2022484408,4/1/2016 8:40:45 AM,63
2022484408,4/1/2016 8:41:00 AM,66
2022484408,4/1/2016 8:41:10 AM,65
2022484408,4/1/2016 8:41:15 AM,66
2022484408,4/1/2016 8:41:30 AM,69
2022484408,4/1/2016 8:41:40 AM,74
2022484408,4/1/2016 8:41:55 AM,74
2022484408,4/1/2016 8:42:00 AM,75
2022484408,4/1/2016 8:42:10 AM,76
2022484408,4/1/2016 8:42:20 AM,77
2022484408,4/1/2016 8:42:35 AM,78
2022484408,4/1/2016 8:42:50 AM,78
2022484408,4/1/2016 8:43:05 AM,78
2022484408,4/1/2016 8:43:10 AM,76
2022484408,4/1/2016 8:43:20 AM,72
2022484408,4/1/2016 8:43:30 AM,68
2022484408,4/1/2016 8:43:35 AM,67
2022484408,4/1/2016 8:43:45 AM,68
2022484408,4/1/2016 8:43:50 AM,69
2022484408,4/1/2016 8:43:55 AM,72
2022484408,4/1/2016 8:44:00 AM,74
2022484408,4/1/2016 8:44:10 AM,78
2022484408,4/1/2016 8:44:15 AM,79
2022484408,4/1/2016 8:44:20 AM,81
2022484408,4/1/2016 8:44:25 AM,80
2022484408,4/1/2016 8:44:35 AM,82
2022484408,4/1/2016 8:44:40 AM,82
2022484408,4/1/2016 8:44:55 AM,82
2022484408,4/1/2016 8:45:05 AM,84
2022484408,4/1/2016 8:45:15 AM,85
2022484408,4/1/2016 8:45:25 AM,88
2022484408,4/1/2016 8:45:30 AM,85
2022484408,4/1/2016 8:45:35 AM,85
2022484408,4/1/2016 8:45:40 AM,84
2022484408,4/1/2016 8:45:50 AM,86
2022484408,4/1/2016 8:45:55 AM,85
2022484408,4/1/2016 8:46:05 AM,76
2022484408,4/1/2016 8:46:15 AM,72
2022484408,4/1/2016 8:46:20 AM,72
2022484408,4/1/2016 8:46:35 AM,71
2022484408,4/1/2016 8:46:40 AM,70
2022484408,4/1/2016 8:46:55 AM,71
2022484408,4/1/2016 8:47:00 AM,72
2022484408,4/1/2016 8:47:05 AM,73
2022484408,4/1/2016 8:47:10 AM,72
2022484408,4/1/2016 8:47:15 AM,71
2022484408,4/1/2016 8:47:20 AM,71
2022484408,4/1/2016 8:47:25 AM,71
2022484408,4/1/2016 8:47:35 AM,71
2022484408,4/1/2016 8:47:50 AM,71
2022484408,4/1/2016 8:48:05 AM,71
2022484408,4/1/2016 8:48:20 AM,71
2022484408,4/1/2016 8:48:35 AM,71
2022484408,4/1/2016 8:48:50 AM,72
2022484408,4/1/2016 8:49:05 AM,72
2022484408,4/1/2016 8:49:20 AM,72
2022484408,4/1/2016 8:49:35 AM,72
2022484408,4/1/2016 8:49:50 AM,72
2022484408,4/1/2016 8:49:55 AM,72
2022484408,4/1/2016 8:50:10 AM,72
2022484408,4/1/2016 8:50:25 AM,72
2022484408,4/1/2016 8:50:40 AM,72
2022484408,4/1/2016 8:50:55 AM,73
2022484408,4/1/2016 8:51:00 AM,76
2022484408,4/1/2016 8:51:05 AM,80
2022484408,4/1/2016 8:51:15 AM,83
2022484408,4/1/2016 8:51:20 AM,85
2022484408,4/1/2016 8:51:25 AM,86
2022484408,4/1/2016 8:51:30 AM,86
2022484408,4/1/2016 8:51:35 AM,88
2022484408,4/1/2016 8:51:45 AM,89
2022484408,4/1/2016 8:51:55 AM,91
2022484408,4/1/2016 8:52:00 AM,93
2022484408,4/1/2016 8:52:05 AM,94
2022484408,4/1/2016 8:52:10 AM,92
2022484408,4/1/2016 8:52:15 AM,91
2022484408,4/1/2016 8:52:20 AM,87
2022484408,4/1/2016 8:52:25 AM,85
2022484408,4/1/2016 8:52:30 AM,87
2022484408,4/1/2016 8:52:35 AM,91
2022484408,4/1/2016 8:52:50 AM,91
2022484408,4/1/2016 8:53:05 AM,91
2022484408,4/1/2016 8:53:20 AM,91
2022484408,4/1/2016 8:53:35 AM,91
2022484408,4/1/2016 8:53:40 AM,92
2022484408,4/1/2016 8:53:45 AM,91
2022484408,4/1/2016 8:53:50 AM,92
2022484408,4/1/2016 8:53:55 AM,94
2022484408,4/1/2016 8:54:10 AM,94
2022484408,4/1/2016 8:54:25 AM,95
2022484408,4/1/2016 8:54:30 AM,90
2022484408,4/1/2016 8:54:35 AM,87
2022484408,4/1/2016 8:54:40 AM,85
2022484408,4/1/2016 8:54:45 AM,82
2022484408,4/1/2016 8:55:00 AM,80
2022484408,4/1/2016 8:55:05 AM,83
2022484408,4/1/2016 8:55:10 AM,82
2022484408,4/1/2016 8:55:15 AM,76
2022484408,4/1/2016 8:55:20 AM,74
2022484408,4/1/2016 8:55:25 AM,73
2022484408,4/1/2016 8:55:35 AM,71
2022484408,4/1/2016 8:55:40 AM,73
2022484408,4/1/2016 8:55:45 AM,71
2022484408,4/1/2016 8:55:50 AM,72
2022484408,4/1/2016 8:56:05 AM,71
2022484408,4/1/2016 8:56:10 AM,72
2022484408,4/1/2016 8:56:20 AM,70
2022484408,4/1/2016 8:56:25 AM,71
2022484408,4/1/2016 8:56:30 AM,70
2022484408,4/1/2016 8:56:35 AM,69
2022484408,4/1/2016 8:56:50 AM,69
2022484408,4/1/2016 8:56:55 AM,68
2022484408,4/1/2016 8:57:00 AM,69
2022484408,4/1/2016 8:57:05 AM,68
2022484408,4/1/2016 8:57:20 AM,68
2022484408,4/1/2016 8:57:35 AM,68
2022484408,4/1/2016 8:57:50 AM,68
2022484408,4/1/2016 8:58:05 AM,68
2022484408,4/1/2016 8:58:15 AM,69
2022484408,4/1/2016 8:58:20 AM,70
2022484408,4/1/2016 8:58:35 AM,70
2022484408,4/1/2016 8:58:45 AM,70
2022484408,4/1/2016 8:58:50 AM,74
2022484408,4/1/2016 8:58:55 AM,78
2022484408,4/1/2016 8:59:00 AM,81
2022484408,4/1/2016 8:59:05 AM,79
2022484408,4/1/2016 8:59:10 AM,78
2022484408,4/1/2016 8:59:20 AM,76
2022484408,4/1/2016 8:59:35 AM,76
2022484408,4/1/2016 8:59:40 AM,75
2022484408,4/1/2016 8:59:55 AM,74
2022484408,4/1/2016 9:00:05 AM,73
2022484408,4/1/2016 9:00:10 AM,71
2022484408,4/1/2016 9:00:15 AM,70
2022484408,4/1/2016 9:00:20 AM,70
2022484408,4/1/2016 9:00:25 AM,69
2022484408,4/1/2016 9:00:30 AM,68
2022484408,4/1/2016 9:00:35 AM,69
2022484408,4/1/2016 9:00:40 AM,70
2022484408,4/1/2016 9:00:45 AM,71
2022484408,4/1/2016 9:00:50 AM,72
2022484408,4/1/2016 9:00:55 AM,73
2022484408,4/1/2016 9:01:00 AM,75
2022484408,4/1/2016 9:01:05 AM,76
2022484408,4/1/2016 9:01:10 AM,79
2022484408,4/1/2016 9:01:15 AM,82
2022484408,4/1/2016 9:01:20 AM,80
2022484408,4/1/2016 9:01:25 AM,81
2022484408,4/1/2016 9:01:30 AM,81
2022484408,4/1/2016 9:01:35 AM,82
2022484408,4/1/2016 9:01:40 AM,83
2022484408,4/1/2016 9:01:45 AM,83
2022484408,4/1/2016 9:01:50 AM,82
2022484408,4/1/2016 9:01:55 AM,80
2022484408,4/1/2016 9:02:05 AM,81
2022484408,4/1/2016 9:02:15 AM,82
2022484408,4/1/2016 9:02:20 AM,83
2022484408,4/1/2016 9:02:25 AM,85
2022484408,4/1/2016 9:02:30 AM,87
2022484408,4/1/2016 9:02:35 AM,89
2022484408,4/1/2016 9:02:40 AM,90
2022484408,4/1/2016 9:02:45 AM,92
2022484408,4/1/2016 9:02:50 AM,97
2022484408,4/1/2016 9:02:55 AM,100
2022484408,4/1/2016 9:03:00 AM,102
2022484408,4/1/2016 9:03:05 AM,104
2022484408,4/1/2016 9:03:10 AM,108
2022484408,4/1/2016 9:03:20 AM,105
2022484408,4/1/2016 9:03:25 AM,100
2022484408,4/1/2016 9:03:30 AM,97
2022484408,4/1/2016 9:03:35 AM,94
2022484408,4/1/2016 9:03:40 AM,93
2022484408,4/1/2016 9:03:45 AM,88
2022484408,4/1/2016 9:03:50 AM,89
2022484408,4/1/2016 9:03:55 AM,88
2022484408,4/1/2016 9:04:10 AM,88
2022484408,4/1/2016 9:04:25 AM,88
2022484408,4/1/2016 9:04:30 AM,89
2022484408,4/1/2016 9:04:40 AM,91
2022484408,4/1/2016 9:04:55 AM,93
2022484408,4/1/2016 9:05:00 AM,96
2022484408,4/1/2016 9:05:05 AM,99
2022484408,4/1/2016 9:05:10 AM,100
2022484408,4/1/2016 9:05:15 AM,101
2022484408,4/1/2016 9:05:20 AM,102
2022484408,4/1/2016 9:05:25 AM,101
2022484408,4/1/2016 9:05:30 AM,98
2022484408,4/1/2016 9:05:35 AM,94
2022484408,4/1/2016 9:05:45 AM,97
2022484408,4/1/2016 9:05:50 AM,99
2022484408,4/1/2016 9:05:55 AM,102
2022484408,4/1/2016 9:06:05 AM,103
2022484408,4/1/2016 9:06:10 AM,108
2022484408,4/1/2016 9:06:15 AM,113
2022484408,4/1/2016 9:06:20 AM,115
2022484408,4/1/2016 9:06:25 AM,117
2022484408,4/1/2016 9:06:30 AM,119
2022484408,4/1/2016 9:06:35 AM,118
2022484408,4/1/2016 9:06:40 AM,116
2022484408,4/1/2016 9:06:50 AM,112
2022484408,4/1/2016 9:07:00 AM,113
2022484408,4/1/2016 9:07:05 AM,117
2022484408,4/1/2016 9:07:10 AM,123
2022484408,4/1/2016 9:07:15 AM,128
2022484408,4/1/2016 9:07:20 AM,126
2022484408,4/1/2016 9:07:25 AM,124
2022484408,4/1/2016 9:07:35 AM,125
2022484408,4/1/2016 9:07:40 AM,128
2022484408,4/1/2016 9:07:45 AM,126
2022484408,4/1/2016 9:07:50 AM,130
2022484408,4/1/2016 9:07:55 AM,130
2022484408,4/1/2016 9:08:00 AM,128
2022484408,4/1/2016 9:08:05 AM,127
2022484408,4/1/2016 9:08:10 AM,126
2022484408,4/1/2016 9:08:15 AM,127
2022484408,4/1/2016 9:08:20 AM,125
2022484408,4/1/2016 9:08:25 AM,121
2022484408,4/1/2016 9:08:30 AM,118
2022484408,4/1/2016 9:08:35 AM,121
2022484408,4/1/2016 9:08:40 AM,124
2022484408,4/1/2016 9:08:45 AM,120
2022484408,4/1/2016 9:08:50 AM,125
2022484408,4/1/2016 9:08:55 AM,130
2022484408,4/1/2016 9:09:00 AM,134
2022484408,4/1/2016 9:09:15 AM,134
2022484408,4/1/2016 9:09:20 AM,133
2022484408,4/1/2016 9:09:30 AM,132
2022484408,4/1/2016 9:09:35 AM,130
2022484408,4/1/2016 9:09:45 AM,128
2022484408,4/1/2016 9:09:50 AM,124
2022484408,4/1/2016 9:09:55 AM,123
2022484408,4/1/2016 9:10:00 AM,120
2022484408,4/1/2016 9:10:05 AM,117
2022484408,4/1/2016 9:10:10 AM,115
2022484408,4/1/2016 9:10:15 AM,114
2022484408,4/1/2016 9:10:25 AM,115
2022484408,4/1/2016 9:10:30 AM,114
2022484408,4/1/2016 9:10:40 AM,113
2022484408,4/1/2016 9:10:45 AM,112
2022484408,4/1/2016 9:10:50 AM,111
2022484408,4/1/2016 9:11:00 AM,111
2022484408,4/1/2016 9:11:05 AM,106
2022484408,4/1/2016 9:11:15 AM,109
2022484408,4/1/2016 9:11:20 AM,113
2022484408,4/1/2016 9:11:25 AM,116
2022484408,4/1/2016 9:11:30 AM,122
2022484408,4/1/2016 9:11:35 AM,128
2022484408,4/1/2016 9:11:40 AM,130
2022484408,4/1/2016 9:11:45 AM,133
2022484408,4/1/2016 9:11:50 AM,134
2022484408,4/1/2016 9:11:55 AM,135
2022484408,4/1/2016 9:12:10 AM,134
2022484408,4/1/2016 9:12:15 AM,133
2022484408,4/1/2016 9:12:20 AM,132
2022484408,4/1/2016 9:12:25 AM,133
2022484408,4/1/2016 9:12:35 AM,135
2022484408,4/1/2016 9:12:40 AM,135
2022484408,4/1/2016 9:12:45 AM,136
2022484408,4/1/2016 9:12:50 AM,138
2022484408,4/1/2016 9:12:55 AM,141
2022484408,4/1/2016 9:13:05 AM,139
2022484408,4/1/2016 9:13:10 AM,137
2022484408,4/1/2016 9:13:15 AM,136
2022484408,4/1/2016 9:13:20 AM,137
2022484408,4/1/2016 9:13:25 AM,134
2022484408,4/1/2016 9:13:30 AM,131
2022484408,4/1/2016 9:13:45 AM,130
2022484408,4/1/2016 9:13:50 AM,129
2022484408,4/1/2016 9:14:00 AM,128
2022484408,4/1/2016 9:14:05 AM,126
2022484408,4/1/2016 9:14:15 AM,126
2022484408,4/1/2016 9:14:20 AM,127
2022484408,4/1/2016 9:14:25 AM,127
2022484408,4/1/2016 9:14:30 AM,128
2022484408,4/1/2016 9:14:35 AM,130
2022484408,4/1/2016 9:14:40 AM,128
2022484408,4/1/2016 9:14:45 AM,127
2022484408,4/1/2016 9:14:50 AM,132
2022484408,4/1/2016 9:14:55 AM,138
2022484408,4/1/2016 9:15:00 AM,142
2022484408,4/1/2016 9:15:05 AM,149
2022484408,4/1/2016 9:15:10 AM,152
2022484408,4/1/2016 9:15:15 AM,155
2022484408,4/1/2016 9:15:20 AM,151
2022484408,4/1/2016 9:15:25 AM,150
2022484408,4/1/2016 9:15:30 AM,151
2022484408,4/1/2016 9:15:35 AM,149
2022484408,4/1/2016 9:15:40 AM,147
2022484408,4/1/2016 9:15:45 AM,142
2022484408,4/1/2016 9:15:50 AM,138
2022484408,4/1/2016 9:15:55 AM,132
2022484408,4/1/2016 9:16:05 AM,133
2022484408,4/1/2016 9:16:10 AM,134
2022484408,4/1/2016 9:16:15 AM,138
2022484408,4/1/2016 9:16:20 AM,140
2022484408,4/1/2016 9:16:25 AM,141
2022484408,4/1/2016 9:16:30 AM,147
2022484408,4/1/2016 9:16:35 AM,151
